Time_[s],TwHt1ALxt_[m/s^2],TwHt1ALyt_[m/s^2],TwHt2ALxt_[m/s^2],TwHt2ALyt_[m/s^2],TwHt3ALxt_[m/s^2],TwHt3ALyt_[m/s^2],TwHt4ALxt_[m/s^2],TwHt4ALyt_[m/s^2],TwHt5ALxt_[m/s^2],TwHt5ALyt_[m/s^2],TwHt6ALxt_[m/s^2],TwHt6ALyt_[m/s^2],TwHt7ALxt_[m/s^2],TwHt7ALyt_[m/s^2],TwHt8ALxt_[m/s^2],TwHt8ALyt_[m/s^2],TwHt9ALxt_[m/s^2],TwHt9ALyt_[m/s^2],TwHt1MLxt_[kN-m],TwHt1MLyt_[kN-m],TwHt2MLxt_[kN-m],TwHt2MLyt_[kN-m],TwHt3MLxt_[kN-m],TwHt3MLyt_[kN-m],TwHt4MLxt_[kN-m],TwHt4MLyt_[kN-m],TwHt5MLxt_[kN-m],TwHt5MLyt_[kN-m],TwHt6MLxt_[kN-m],TwHt6MLyt_[kN-m],TwHt7MLxt_[kN-m],TwHt7MLyt_[kN-m],TwHt8MLxt_[kN-m],TwHt8MLyt_[kN-m],TwHt9MLxt_[kN-m],TwHt9MLyt_[kN-m]
0.7875,0.009051807,0.0072067238,0.018103614,0.014413448,0.027155421,0.021620171,0.036207228,0.028826895,0.045259035,0.036033619,0.054310842,0.043240343,0.063362649,0.050447067,0.072414456,0.057653791,0.081466263,0.064860514,45.166287,31.425149,90.332574,62.850299,135.49886,94.275448,180.66515,125.7006,225.83143,157.12575,270.99772,188.5509,316.16401,219.97605,361.3303,251.40119,406.49658,282.82634
0.8000,0.0082875116,0.0064389836,0.016575023,0.012877967,0.024862535,0.019316951,0.033150046,0.025755934,0.041437558,0.032194918,0.04972507,0.038633902,0.058012581,0.045072885,0.066300093,0.051511869,0.074587605,0.057950853,41.485876,27.371805,82.971751,54.743611,124.45763,82.115416,165.9435,109.48722,207.42938,136.85903,248.91525,164.23083,290.40113,191.60264,331.88701,218.97444,373.37288,246.34625
0.8125,0.0075083114,0.0056605049,0.015016623,0.01132101,0.022524934,0.016981515,0.030033246,0.02264202,0.037541557,0.028302525,0.045049869,0.033963029,0.05255818,0.039623534,0.060066491,0.045284039,0.067574803,0.050944544,37.736277,23.269234,75.472554,46.538468,113.20883,69.807702,150.94511,93.076936,188.68139,116.34617,226.41766,139.6154,264.15394,162.88464,301.89022,186.15387,339.62649,209.42311
0.8250,0.0067156078,0.004872586,0.013431216,0.009745172,0.020146823,0.014617758,0.026862431,0.019490344,0.033578039,0.02436293,0.040293647,0.029235516,0.047009255,0.034108102,0.053724862,0.038980688,0.06044047,0.043853274,33.923745,19.124814,67.847489,38.249628,101.77123,57.374441,135.69498,76.499255,169.61872,95.624069,203.54247,114.74888,237.46621,133.8737,271.38996,152.99851,305.3137,172.12332
0.8375,0.0059108264,0.0040765409,0.011821653,0.0081530819,0.017732479,0.012229623,0.023643305,0.016306164,0.029554132,0.020382705,0.035464958,0.024459246,0.041375785,0.028535787,0.047286611,0.032612327,0.053197437,0.036688868,30.054637,14.945998,60.109273,29.891997,90.16391,44.837995,120.21855,59.783993,150.27318,74.729991,180.32782,89.67599,210.38246,104.62199,240.43709,119.56799,270.49173,134.51398
0.8500,0.0050954145,0.0032736973,0.010190829,0.0065473946,0.015286244,0.0098210919,0.020381658,0.013094789,0.025477073,0.016368486,0.030572487,0.019642184,0.035667902,0.022915881,0.040763316,0.026189578,0.045858731,0.029463276,26.135405,10.740303,52.270811,21.480606,78.406216,32.220909,104.54162,42.961211,130.67703,53.701514,156.81243,64.441817,182.94784,75.18212,209.08324,85.922423,235.21865,96.662726
0.8625,0.0042708387,0.002465394,0.0085416775,0.004930788,0.012812516,0.007396182,0.017083355,0.009861576,0.021354194,0.01232697,0.025625032,0.014792364,0.029895871,0.017257758,0.03416671,0.019723152,0.038437549,0.022188546,22.172587,6.5152914,44.345175,13.030583,66.517762,19.545874,88.690349,26.061166,110.86294,32.576457,133.03552,39.091748,155.20811,45.60704,177.3807,52.122331,199.55329,58.637622
0.8750,0.003438582,0.0016529791,0.006877164,0.0033059582,0.010315746,0.0049589373,0.013754328,0.0066119164,0.01719291,0.0082648955,0.020631492,0.0099178746,0.024070074,0.011570854,0.027508656,0.013223833,0.030947238,0.014876812,18.172791,2.2785624,36.345583,4.5571248,54.518374,6.8356871,72.691165,9.1142495,90.863956,11.392812,109.03675,13.671374,127.20954,15.949937,145.38233,18.228499,163.55512,20.507061
0.8875,0.0026001411,0.00083780746,0.0052002822,0.0016756149,0.0078004233,0.0025134224,0.010400564,0.0033512298,0.013000706,0.0041890373,0.015600847,0.0050268448,0.018200988,0.0058646522,0.020801129,0.0067024597,0.02340127,0.0075402672,14.142688,-1.9622645,28.285376,-3.9245291,42.428064,-5.8867936,56.570752,-7.8490582,70.71344,-9.8113227,84.856128,-11.773587,98.998816,-13.735852,113.1415,-15.698116,127.28419,-17.660381
0.9000,0.0017570239,2.1238593e-05,0.0035140479,4.2477185e-05,0.0052710718,6.3715778e-05,0.0070280957,8.495437e-05,0.0087851197,0.00010619296,0.010542144,0.00012743156,0.012299168,0.00014867015,0.014056191,0.00016990874,0.015813215,0.00019114733,10.088998,-6.1995624,20.177997,-12.399125,30.266995,-18.598687,40.355994,-24.79825,50.444992,-30.997812,60.533991,-37.197374,70.622989,-43.396937,80.711988,-49.596499,90.800986,-55.796062
0.9125,0.00091074681,-0.0007953657,0.0018214936,-0.0015907314,0.0027322404,-0.0023860971,0.0036429873,-0.0031814628,0.0045537341,-0.0039768285,0.0054644809,-0.0047721942,0.0063752277,-0.0055675599,0.0072859745,-0.0063629256,0.0081967213,-0.0071582913,6.0184832,-10.425711,12.036966,-20.851421,18.05545,-31.277132,24.073933,-41.702842,30.092416,-52.128553,36.110899,-62.554263,42.129383,-72.979974,48.147866,-83.405684,54.166349,-93.831395
0.9250,6.283175e-05,-0.0016106435,0.0001256635,-0.0032212871,0.00018849525,-0.0048319306,0.000251327,-0.0064425741,0.00031415875,-0.0080532176,0.0003769905,-0.0096638612,0.00043982225,-0.011274505,0.000502654,-0.012885148,0.00056548575,-0.014495792,1.9379308,-14.633108,3.8758615,-29.266217,5.8137923,-43.899325,7.751723,-58.532434,9.6896538,-73.165542,11.627585,-87.798651,13.565515,-102.43176,15.503446,-117.06487,17.441377,-131.69798
0.9375,-0.00078519632,-0.0024232352,-0.0015703926,-0.0048464705,-0.0023555889,-0.0072697057,-0.0031407853,-0.009692941,-0.0039259816,-0.012116176,-0.0047111779,-0.014539411,-0.0054963742,-0.016962647,-0.0062815705,-0.019385882,-0.0070667668,-0.021809117,-2.1458536,-18.814189,-4.2917073,-37.628378,-6.4375609,-56.442567,-8.5834146,-75.256757,-10.729268,-94.070946,-12.875122,-112.88513,-15.020976,-131.69932,-17.166829,-150.51351,-19.312683,-169.3277
0.9500,-0.0016318122,-0.0032317856,-0.0032636245,-0.0064635713,-0.0048954367,-0.0096953569,-0.0065272489,-0.012927143,-0.0081590612,-0.016158928,-0.0097908734,-0.019390714,-0.011422686,-0.0226225,-0.013054498,-0.025854285,-0.01468631,-0.029086071,-6.2260594,-22.961433,-12.452119,-45.922866,-18.678178,-68.8843,-24.904237,-91.845733,-31.130297,-114.80717,-37.356356,-137.7686,-43.582415,-160.73003,-49.808475,-183.69147,-56.034534,-206.6529
0.9625,-0.0024754934,-0.0040349463,-0.0049509868,-0.0080698926,-0.0074264802,-0.012104839,-0.0099019736,-0.016139785,-0.012377467,-0.020174732,-0.01485296,-0.024209678,-0.017328454,-0.028244624,-0.019803947,-0.03227957,-0.022279441,-0.036314517,-10.295882,-27.067382,-20.591763,-54.134764,-30.887645,-81.202146,-41.183527,-108.26953,-51.479408,-135.33691,-61.77529,-162.40429,-72.071172,-189.47167,-82.367053,-216.53906,-92.662935,-243.60644
0.9750,-0.0033147225,-0.0048313778,-0.0066294449,-0.0096627555,-0.0099441674,-0.014494133,-0.01325889,-0.019325511,-0.016573612,-0.024156889,-0.019888335,-0.028988267,-0.023203057,-0.033819644,-0.02651778,-0.038651022,-0.029832502,-0.0434824,-14.348533,-31.124651,-28.697066,-62.249302,-43.0456,-93.373952,-57.394133,-124.4986,-71.742666,-155.62325,-86.091199,-186.7479,-100.43973,-217.87256,-114.78827,-248.99721,-129.1368,-280.12186
0.9875,-0.0041479901,-0.0056197518,-0.0082959802,-0.011239504,-0.01244397,-0.016859255,-0.01659196,-0.022479007,-0.020739951,-0.028098759,-0.024887941,-0.033718511,-0.029035931,-0.039338262,-0.033183921,-0.044958014,-0.037331911,-0.050577766,-18.377255,-35.125943,-36.754511,-70.251886,-55.131766,-105.37783,-73.509021,-140.50377,-91.886276,-175.62972,-110.26353,-210.75566,-128.64079,-245.8816,-147.01804,-281.00755,-165.3953,-316.13349
1.0000,-0.0049737977,-0.0063987535,-0.0099475955,-0.012797507,-0.014921393,-0.019196261,-0.019895191,-0.025595014,-0.024868989,-0.031993768,-0.029842786,-0.038392521,-0.034816584,-0.044791275,-0.039790382,-0.051190028,-0.04476418,-0.057588782,-22.375329,-39.064063,-44.750658,-78.128125,-67.125987,-117.19219,-89.501316,-156.25625,-111.87664,-195.32031,-134.25197,-234.38438,-156.6273,-273.44844,-179.00263,-312.5125,-201.37796,-351.57656
1.0125,-0.0057906602,-0.0071670839,-0.01158132,-0.014334168,-0.017371981,-0.021501252,-0.023162641,-0.028668336,-0.028953301,-0.03583542,-0.034743961,-0.043002503,-0.040534621,-0.050169587,-0.046325281,-0.057336671,-0.052115942,-0.064503755,-26.336087,-42.931927,-52.672173,-85.863854,-79.00826,-128.79578,-105.34435,-171.72771,-131.68043,-214.65963,-158.01652,-257.59156,-184.35261,-300.52349,-210.68869,-343.45541,-237.02478,-386.38734
1.0250,-0.0065971083,-0.0079234615,-0.013194217,-0.015846923,-0.019791325,-0.023770385,-0.026388433,-0.031693846,-0.032985541,-0.039617308,-0.03958265,-0.047540769,-0.046179758,-0.055464231,-0.052776866,-0.063387692,-0.059373975,-0.071311154,-30.252923,-46.722579,-60.505846,-93.445159,-90.758769,-140.16774,-121.01169,-186.89032,-151.26461,-233.6129,-181.51754,-280.33548,-211.77046,-327.05806,-242.02338,-373.78063,-272.27631,-420.50321
1.0375,-0.0073916917,-0.0086666249,-0.014783383,-0.01733325,-0.022175075,-0.025999875,-0.029566767,-0.0346665,-0.036958459,-0.043333125,-0.04435015,-0.051999749,-0.051741842,-0.060666374,-0.059133534,-0.069332999,-0.066525226,-0.077999624,-34.119305,-50.429203,-68.238611,-100.85841,-102.35792,-151.28761,-136.47722,-201.71681,-170.59653,-252.14601,-204.71583,-302.57522,-238.83514,-353.00442,-272.95444,-403.43362,-307.07375,-453.86283
1.0500,-0.0081729815,-0.0093953347,-0.016345963,-0.018790669,-0.024518944,-0.028186004,-0.032691926,-0.037581339,-0.040864907,-0.046976674,-0.049037889,-0.056372008,-0.05721087,-0.065767343,-0.065383852,-0.075162678,-0.073556833,-0.084558012,-37.928786,-54.045131,-75.857572,-108.09026,-113.78636,-162.13539,-151.71514,-216.18052,-189.64393,-270.22566,-227.57272,-324.27079,-265.5015,-378.31592,-303.43029,-432.36105,-341.35907,-486.40618
1.0625,-0.0089395724,-0.010108376,-0.017879145,-0.020216751,-0.026818717,-0.030325127,-0.03575829,-0.040433502,-0.044697862,-0.050541878,-0.053637434,-0.060650254,-0.062577007,-0.070758629,-0.071516579,-0.080867005,-0.080456152,-0.090975381,-41.675011,-57.563861,-83.350023,-115.12772,-125.02503,-172.69158,-166.70005,-230.25545,-208.37506,-287.81931,-250.05007,-345.38317,-291.72508,-402.94703,-333.40009,-460.51089,-375.0751,-518.07475
1.0750,-0.0096900858,-0.010804558,-0.019380172,-0.021609117,-0.029070257,-0.032413675,-0.038760343,-0.043218234,-0.048450429,-0.054022792,-0.058140515,-0.064827351,-0.067830601,-0.075631909,-0.077520687,-0.086436468,-0.087210772,-0.097241026,-45.351734,-60.979065,-90.703469,-121.95813,-136.0552,-182.93719,-181.40694,-243.91626,-226.75867,-304.89532,-272.11041,-365.87439,-317.46214,-426.85345,-362.81387,-487.83252,-408.16561,-548.81158
1.0875,-0.010423172,-0.011482722,-0.020846344,-0.022965444,-0.031269516,-0.034448167,-0.041692688,-0.045930889,-0.05211586,-0.057413611,-0.062539032,-0.068896333,-0.072962204,-0.080379055,-0.083385375,-0.091861778,-0.093808547,-0.1033445,-48.952823,-64.284599,-97.905645,-128.5692,-146.85847,-192.8538,-195.81129,-257.1384,-244.76411,-321.423,-293.71694,-385.7076,-342.66976,-449.9922,-391.62258,-514.27679,-440.5754,-578.56139
1.1000,-0.011137512,-0.012141736,-0.022275025,-0.024283472,-0.033412537,-0.036425208,-0.044550049,-0.048566943,-0.055687562,-0.060708679,-0.066825074,-0.072850415,-0.077962586,-0.084992151,-0.089100099,-0.097133887,-0.10023761,-0.10927562,-52.472271,-67.47452,-104.94454,-134.94904,-157.41681,-202.42356,-209.88908,-269.89808,-262.36135,-337.3726,-314.83362,-404.84712,-367.3059,-472.32164,-419.77817,-539.79616,-472.25044,-607.27068
1.1125,-0.011831822,-0.0127805,-0.023663645,-0.025561001,-0.035495467,-0.038341501,-0.047327289,-0.051122001,-0.059159111,-0.063902502,-0.070990934,-0.076683002,-0.082822756,-0.089463503,-0.094654578,-0.102244,-0.1064864,-0.1150245,-55.904209,-70.543091,-111.80842,-141.08618,-167.71263,-211.62927,-223.61684,-282.17236,-279.52105,-352.71545,-335.42526,-423.25854,-391.32947,-493.80164,-447.23367,-564.34473,-503.13788,-634.88782
1.1250,-0.012504853,-0.01339795,-0.025009706,-0.026795901,-0.037514559,-0.040193851,-0.050019413,-0.053591802,-0.062524266,-0.066989752,-0.075029119,-0.080387702,-0.087533972,-0.093785653,-0.10003883,-0.1071836,-0.11254368,-0.12058155,-59.242915,-73.484792,-118.48583,-146.96958,-177.72874,-220.45438,-236.97166,-293.93917,-296.21457,-367.42396,-355.45749,-440.90875,-414.7004,-514.39354,-473.94332,-587.87833,-533.18623,-661.36313
1.1375,-0.013155394,-0.013993056,-0.026310789,-0.027986113,-0.039466183,-0.041979169,-0.052621578,-0.055972225,-0.065776972,-0.069965281,-0.078932366,-0.083958338,-0.092087761,-0.097951394,-0.10524316,-0.11194445,-0.11839855,-0.12593751,-62.482819,-76.294333,-124.96564,-152.58867,-187.44846,-228.883,-249.93127,-305.17733,-312.41409,-381.47166,-374.89691,-457.766,-437.37973,-534.06033,-499.86255,-610.35466,-562.34537,-686.649
1.1500,-0.013782276,-0.014564826,-0.027564552,-0.029129651,-0.041346829,-0.043694477,-0.055129105,-0.058259302,-0.068911381,-0.072824128,-0.082693657,-0.087388953,-0.096475933,-0.10195378,-0.11025821,-0.1165186,-0.12404049,-0.13108343,-65.618518,-78.966661,-131.23704,-157.93332,-196.85555,-236.89998,-262.47407,-315.86665,-328.09259,-394.83331,-393.71111,-473.79997,-459.32963,-552.76663,-524.94815,-631.73329,-590.56666,-710.69995
1.1625,-0.014384371,-0.015112305,-0.028768742,-0.030224609,-0.043153113,-0.045336914,-0.057537484,-0.060449218,-0.071921855,-0.075561523,-0.086306226,-0.090673827,-0.1006906,-0.10578613,-0.11507497,-0.12089844,-0.12945934,-0.13601074,-68.644784,-81.496971,-137.28957,-162.99394,-205.93435,-244.49091,-274.57913,-325.98788,-343.22392,-407.48485,-411.8687,-488.98183,-480.51349,-570.4788,-549.15827,-651.97577,-617.80305,-733.47274
1.1750,-0.014960596,-0.01563458,-0.029921192,-0.031269161,-0.044881788,-0.046903741,-0.059842384,-0.062538321,-0.07480298,-0.078172901,-0.089763576,-0.093807482,-0.10472417,-0.10944206,-0.11968477,-0.12507664,-0.13464536,-0.14071122,-71.556568,-83.880711,-143.11314,-167.76142,-214.6697,-251.64213,-286.22627,-335.52284,-357.78284,-419.40355,-429.33941,-503.28427,-500.89598,-587.16498,-572.45254,-671.04569,-644.00911,-754.9264
1.1875,-0.015509915,-0.016130782,-0.03101983,-0.032261563,-0.046529745,-0.048392345,-0.062039659,-0.064523127,-0.077549574,-0.080653909,-0.093059489,-0.09678469,-0.1085694,-0.11291547,-0.12407932,-0.12904625,-0.13958923,-0.14517704,-74.349015,-86.113594,-148.69803,-172.22719,-223.04705,-258.34078,-297.39606,-344.45438,-371.74508,-430.56797,-446.09409,-516.68157,-520.44311,-602.79516,-594.79212,-688.90876,-669.14114,-775.02235
1.2000,-0.01603134,-0.016600081,-0.032062679,-0.033200163,-0.048094019,-0.049800244,-0.064125359,-0.066400325,-0.080156698,-0.083000407,-0.096188038,-0.099600488,-0.11221938,-0.11620057,-0.12825072,-0.13280065,-0.14428206,-0.14940073,-77.017468,-88.191606,-154.03494,-176.38321,-231.05241,-264.57482,-308.06987,-352.76642,-385.08734,-440.95803,-462.10481,-529.14963,-539.12228,-617.34124,-616.13975,-705.53284,-693.15722,-793.72445
1.2125,-0.016523933,-0.017041697,-0.033047865,-0.034083393,-0.049571798,-0.05112509,-0.066095731,-0.068166786,-0.082619664,-0.085208483,-0.099143596,-0.10225018,-0.11566753,-0.11929188,-0.13219146,-0.13633357,-0.14871539,-0.15337527,-79.557477,-90.111007,-159.11495,-180.22201,-238.67243,-270.33302,-318.22991,-360.44403,-397.78739,-450.55504,-477.34486,-540.66604,-556.90234,-630.77705,-636.45982,-720.88806,-716.01729,-810.99906
1.2250,-0.016986808,-0.017454891,-0.033973616,-0.034909781,-0.050960424,-0.052364672,-0.067947232,-0.069819563,-0.08493404,-0.087274454,-0.10192085,-0.10472934,-0.11890766,-0.12218424,-0.13589446,-0.13963913,-0.15288127,-0.15709402,-81.964805,-91.868347,-163.92961,-183.73669,-245.89442,-275.60504,-327.85922,-367.47339,-409.82403,-459.34174,-491.78883,-551.21008,-573.75364,-643.07843,-655.71844,-734.94678,-737.68325,-826.81512
1.2375,-0.017419133,-0.017838975,-0.034838266,-0.03567795,-0.052257399,-0.053516925,-0.069676532,-0.0713559,-0.087095666,-0.089194874,-0.1045148,-0.10703385,-0.12193393,-0.12487282,-0.13935306,-0.1427118,-0.1567722,-0.16055077,-84.235438,-93.460465,-168.47088,-186.92093,-252.70631,-280.38139,-336.94175,-373.84186,-421.17719,-467.30232,-505.41263,-560.76279,-589.64807,-654.22325,-673.8835,-747.68372,-758.11894,-841.14418
1.2500,-0.01782013,-0.018193308,-0.035640261,-0.036386617,-0.053460391,-0.054579925,-0.071280522,-0.072773234,-0.089100652,-0.090966542,-0.10692078,-0.10915985,-0.12474091,-0.12735316,-0.14256104,-0.14554647,-0.16038117,-0.16373978,-86.365589,-94.884497,-172.73118,-189.76899,-259.09677,-284.65349,-345.46236,-379.53799,-431.82794,-474.42249,-518.19353,-569.30698,-604.55912,-664.19148,-690.92471,-759.07598,-777.2903,-853.96048
1.2625,-0.018189079,-0.0185173,-0.036378158,-0.037034601,-0.054567237,-0.055551901,-0.072756316,-0.074069201,-0.090945395,-0.092586502,-0.10913447,-0.1111038,-0.12732355,-0.1296211,-0.14551263,-0.1481384,-0.16370171,-0.1666557,-88.351705,-96.137883,-176.70341,-192.27577,-265.05512,-288.41365,-353.40682,-384.55153,-441.75853,-480.68942,-530.11023,-576.8273,-618.46194,-672.96518,-706.81364,-769.10307,-795.16535,-865.24095
1.2750,-0.018525315,-0.01881041,-0.03705063,-0.037620821,-0.055575945,-0.056431231,-0.07410126,-0.075241642,-0.092626575,-0.094052052,-0.11115189,-0.11286246,-0.12967721,-0.13167287,-0.14820252,-0.15048328,-0.16672784,-0.16929369,-90.190474,-97.218369,-180.38095,-194.43674,-270.57142,-291.65511,-360.7619,-388.87347,-450.95237,-486.09184,-541.14285,-583.31021,-631.33332,-680.52858,-721.5238,-777.74695,-811.71427,-874.96532
1.2875,-0.018828234,-0.01907215,-0.037656468,-0.0381443,-0.056484702,-0.057216449,-0.075312936,-0.076288599,-0.09414117,-0.095360749,-0.1129694,-0.1144329,-0.13179764,-0.13350505,-0.15062587,-0.1525772,-0.16945411,-0.17164935,-91.87883,-98.12401,-183.75766,-196.24802,-275.63649,-294.37203,-367.51532,-392.49604,-459.39415,-490.62005,-551.27298,-588.74406,-643.15181,-686.86807,-735.03064,-784.99208,-826.90947,-883.11609
1.3000,-0.019097291,-0.019302082,-0.038194582,-0.038604164,-0.057291873,-0.057906246,-0.076389164,-0.077208328,-0.095486454,-0.09651041,-0.11458375,-0.11581249,-0.13368104,-0.13511457,-0.15277833,-0.15441666,-0.17187562,-0.17371874,-93.413957,-98.853178,-186.82791,-197.70636,-280.24187,-296.55954,-373.65583,-395.41271,-467.06978,-494.26589,-560.48374,-593.11907,-653.8977,-691.97225,-747.31165,-790.82543,-840.72561,-889.67861
1.3125,-0.019332002,-0.019499823,-0.038664004,-0.038999647,-0.057996006,-0.05849947,-0.077328008,-0.077999294,-0.09666001,-0.097499117,-0.11599201,-0.11699894,-0.13532401,-0.13649876,-0.15465602,-0.15599859,-0.17398802,-0.17549841,-94.793294,-99.404563,-189.58659,-198.80913,-284.37988,-298.21369,-379.17318,-397.61825,-473.96647,-497.02282,-568.75976,-596.42738,-663.55306,-695.83194,-758.34635,-795.2365,-853.13965,-894.64107
1.3250,-0.019531945,-0.019665044,-0.03906389,-0.039330089,-0.058595836,-0.058995133,-0.078127781,-0.078660178,-0.097659726,-0.098325222,-0.11719167,-0.11799027,-0.13672362,-0.13765531,-0.15625556,-0.15732036,-0.17578751,-0.1769854,-96.014542,-99.777172,-192.02908,-199.55434,-288.04362,-299.33152,-384.05817,-399.10869,-480.07271,-498.88586,-576.08725,-598.66303,-672.10179,-698.4402,-768.11633,-798.21737,-864.13087,-897.99455
1.3375,-0.019696761,-0.019797469,-0.039393522,-0.039594939,-0.059090283,-0.059392408,-0.078787044,-0.079189878,-0.098483805,-0.098987347,-0.11818057,-0.11878482,-0.13787733,-0.13858229,-0.15757409,-0.15837976,-0.17727085,-0.17817723,-97.075663,-99.970335,-194.15133,-199.94067,-291.22699,-299.911,-388.30265,-399.88134,-485.37831,-499.85167,-582.45398,-599.82201,-679.52964,-699.79234,-776.6053,-799.76268,-873.68096,-899.73301
1.3500,-0.019826153,-0.019896878,-0.039652305,-0.039793755,-0.059478458,-0.059690633,-0.07930461,-0.07958751,-0.099130763,-0.099484388,-0.11895692,-0.11938127,-0.13878307,-0.13927814,-0.15860922,-0.15917502,-0.17843537,-0.1790719,-97.974888,-99.983705,-195.94978,-199.96741,-293.92466,-299.95111,-391.89955,-399.93482,-489.87444,-499.91852,-587.84933,-599.90223,-685.82421,-699.88593,-783.7991,-799.86964,-881.77399,-899.85334
